Country or Area;Commodity - Transaction;Year;Unit;Quantity;Quantity Footnotes;Kmq;Continents
Egypt;Electricity - total wind production;1999;Kilowatt-hours, million;0;;1001450;Africa
Eritrea;Electricity - total wind production;2018;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2017;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2016;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2015;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2014;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2013;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2012;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2011;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2010;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2009;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total wind production;2008;Kilowatt-hours, million;2;;121320;Africa
Estonia;Electricity - total wind production;2018;Kilowatt-hours, million;636;;45339;Europe
Estonia;Electricity - total wind production;2017;Kilowatt-hours, million;723;;45339;Europe
Estonia;Electricity - total wind production;2016;Kilowatt-hours, million;594;;45339;Europe
Estonia;Electricity - total wind production;2015;Kilowatt-hours, million;715;;45339;Europe
Estonia;Electricity - total wind production;2014;Kilowatt-hours, million;604;;45339;Europe
Estonia;Electricity - total wind production;2013;Kilowatt-hours, million;529;;45339;Europe
Estonia;Electricity - total wind production;2012;Kilowatt-hours, million;434;;45339;Europe
Estonia;Electricity - total wind production;2011;Kilowatt-hours, million;368;;45339;Europe
Estonia;Electricity - total wind production;2010;Kilowatt-hours, million;277;;45339;Europe
Estonia;Electricity - total wind production;2009;Kilowatt-hours, million;195;;45339;Europe
Estonia;Electricity - total wind production;2008;Kilowatt-hours, million;133;;45339;Europe
Estonia;Electricity - total wind production;2007;Kilowatt-hours, million;91;;45339;Europe
Estonia;Electricity - total wind production;2006;Kilowatt-hours, million;76;;45339;Europe
Estonia;Electricity - total wind production;2005;Kilowatt-hours, million;54;;45339;Europe
Estonia;Electricity - total wind production;2004;Kilowatt-hours, million;8;;45339;Europe
Estonia;Electricity - total wind production;2003;Kilowatt-hours, million;6;;45339;Europe
Estonia;Electricity - total wind production;2002;Kilowatt-hours, million;1;;45339;Europe
Ethiopia;Electricity - total wind production;2018;Kilowatt-hours, million;533;;1127127;Africa
Ethiopia;Electricity - total wind production;2017;Kilowatt-hours, million;533;;1127127;Africa
Ethiopia;Electricity - total wind production;2016;Kilowatt-hours, million;782;;1127127;Africa
Ethiopia;Electricity - total wind production;2015;Kilowatt-hours, million;759;;1127127;Africa
Ethiopia;Electricity - total wind production;2014;Kilowatt-hours, million;499;;1127127;Africa
Ethiopia;Electricity - total wind production;2013;Kilowatt-hours, million;356;;1127127;Africa
Ethiopia;Electricity - total wind production;2012;Kilowatt-hours, million;192;;1127127;Africa
Ethiopia;Electricity - total wind production;2011;Kilowatt-hours, million;29;;1127127;Africa
Faeroe Islands;Electricity - total wind production;2019;Kilowatt-hours, million;526;;1399;Europe
Faeroe Islands;Electricity - total wind production;2018;Kilowatt-hours, million;638;;1399;Europe
Faeroe Islands;Electricity - total wind production;2017;Kilowatt-hours, million;597;;1399;Europe
Faeroe Islands;Electricity - total wind production;2016;Kilowatt-hours, million;52102;;1399;Europe
Faeroe Islands;Electricity - total wind production;2015;Kilowatt-hours, million;55789;;1399;Europe
Faeroe Islands;Electricity - total wind production;2014;Kilowatt-hours, million;34488;;1399;Europe
Faeroe Islands;Electricity - total wind production;2013;Kilowatt-hours, million;21845;;1399;Europe
Faeroe Islands;Electricity - total wind production;2012;Kilowatt-hours, million;10787;;1399;Europe
Faeroe Islands;Electricity - total wind production;2011;Kilowatt-hours, million;14526;;1399;Europe
Faeroe Islands;Electricity - total wind production;2010;Kilowatt-hours, million;13584;;1399;Europe
Faeroe Islands;Electricity - total wind production;2009;Kilowatt-hours, million;15005;;1399;Europe
Faeroe Islands;Electricity - total wind production;2008;Kilowatt-hours, million;12969;;1399;Europe
Faeroe Islands;Electricity - total wind production;2007;Kilowatt-hours, million;15759;;1399;Europe
Faeroe Islands;Electricity - total wind production;2006;Kilowatt-hours, million;15;;1399;Europe
Faeroe Islands;Electricity - total wind production;2005;Kilowatt-hours, million;10;;1399;Europe
Faeroe Islands;Electricity - total wind production;2004;Kilowatt-hours, million;8;;1399;Europe
Faeroe Islands;Electricity - total wind production;2003;Kilowatt-hours, million;3;;1399;Europe
Faeroe Islands;Electricity - total wind production;2002;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;2001;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;2000;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1999;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1998;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1997;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1996;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1995;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1994;Kilowatt-hours, million;1;;1399;Europe
Faeroe Islands;Electricity - total wind production;1993;Kilowatt-hours, million;423;;1399;Europe
Falkland Is. (Malvinas);Electricity - total wind production;2019;Kilowatt-hours, million;532;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2018;Kilowatt-hours, million;54122;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2017;Kilowatt-hours, million;51682;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2016;Kilowatt-hours, million;602246;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2015;Kilowatt-hours, million;5122107;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2014;Kilowatt-hours, million;50872;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2013;Kilowatt-hours, million;5125761;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2012;Kilowatt-hours, million;7;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2011;Kilowatt-hours, million;6;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2010;Kilowatt-hours, million;5;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2009;Kilowatt-hours, million;5;;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2008;Kilowatt-hours, million;3;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2007;Kilowatt-hours, million;3;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2006;Kilowatt-hours, million;3;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2005;Kilowatt-hours, million;25;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2004;Kilowatt-hours, million;25;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2003;Kilowatt-hours, million;25;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2002;Kilowatt-hours, million;2;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2001;Kilowatt-hours, million;2;1;12173;South America
Falkland Is. (Malvinas);Electricity - total wind production;2000;Kilowatt-hours, million;2;1;12173;South America
Fiji;Electricity - total wind production;2019;Kilowatt-hours, million;3419;;18274;Oceania
Fiji;Electricity - total wind production;2018;Kilowatt-hours, million;2558;;18274;Oceania
Fiji;Electricity - total wind production;2017;Kilowatt-hours, million;2083;;18274;Oceania
Fiji;Electricity - total wind production;2016;Kilowatt-hours, million;3632;;18274;Oceania
Fiji;Electricity - total wind production;2015;Kilowatt-hours, million;5674;;18274;Oceania
Fiji;Electricity - total wind production;2014;Kilowatt-hours, million;43;;18274;Oceania
Fiji;Electricity - total wind production;2013;Kilowatt-hours, million;5348;;18274;Oceania
Fiji;Electricity - total wind production;2012;Kilowatt-hours, million;6809;;18274;Oceania
Fiji;Electricity - total wind production;2011;Kilowatt-hours, million;4977;;18274;Oceania
Fiji;Electricity - total wind production;2010;Kilowatt-hours, million;642;;18274;Oceania
Fiji;Electricity - total wind production;2009;Kilowatt-hours, million;7211;;18274;Oceania
Fiji;Electricity - total wind production;2008;Kilowatt-hours, million;4604;;18274;Oceania
Fiji;Electricity - total wind production;2007;Kilowatt-hours, million;335;;18274;Oceania
Finland;Electricity - total wind production;2018;Kilowatt-hours, million;5839;;338145;Europe
Finland;Electricity - total wind production;2017;Kilowatt-hours, million;4795;;338145;Europe
Finland;Electricity - total wind production;2016;Kilowatt-hours, million;3068;;338145;Europe
Finland;Electricity - total wind production;2015;Kilowatt-hours, million;2327;;338145;Europe
Finland;Electricity - total wind production;2014;Kilowatt-hours, million;1107;;338145;Europe
Finland;Electricity - total wind production;2013;Kilowatt-hours, million;774;;338145;Europe
Finland;Electricity - total wind production;2012;Kilowatt-hours, million;494;;338145;Europe
Finland;Electricity - total wind production;2011;Kilowatt-hours, million;481;;338145;Europe
Finland;Electricity - total wind production;2010;Kilowatt-hours, million;294;;338145;Europe
Finland;Electricity - total wind production;2009;Kilowatt-hours, million;277;;338145;Europe
Finland;Electricity - total wind production;2008;Kilowatt-hours, million;261;;338145;Europe
Finland;Electricity - total wind production;2007;Kilowatt-hours, million;188;;338145;Europe
Finland;Electricity - total wind production;2006;Kilowatt-hours, million;156;;338145;Europe
Finland;Electricity - total wind production;2005;Kilowatt-hours, million;170;;338145;Europe
Finland;Electricity - total wind production;2004;Kilowatt-hours, million;120;;338145;Europe
Finland;Electricity - total wind production;2003;Kilowatt-hours, million;93;;338145;Europe
Finland;Electricity - total wind production;2002;Kilowatt-hours, million;64;;338145;Europe
Finland;Electricity - total wind production;2001;Kilowatt-hours, million;70;;338145;Europe
Finland;Electricity - total wind production;2000;Kilowatt-hours, million;78;;338145;Europe
Finland;Electricity - total wind production;1999;Kilowatt-hours, million;49;;338145;Europe
Finland;Electricity - total wind production;1998;Kilowatt-hours, million;23;;338145;Europe
Finland;Electricity - total wind production;1997;Kilowatt-hours, million;17;;338145;Europe
Finland;Electricity - total wind production;1996;Kilowatt-hours, million;11;;338145;Europe
Finland;Electricity - total wind production;1995;Kilowatt-hours, million;11;;338145;Europe
Finland;Electricity - total wind production;1994;Kilowatt-hours, million;7;;338145;Europe
Finland;Electricity - total wind production;1993;Kilowatt-hours, million;4;;338145;Europe
Finland;Electricity - total wind production;1992;Kilowatt-hours, million;2;;338145;Europe
France;Electricity - total wind production;2018;Kilowatt-hours, million;28600;;547030;Europe
France;Electricity - total wind production;2017;Kilowatt-hours, million;24609;;547030;Europe
France;Electricity - total wind production;2016;Kilowatt-hours, million;21381;;547030;Europe
France;Electricity - total wind production;2015;Kilowatt-hours, million;21421;;547030;Europe
France;Electricity - total wind production;2014;Kilowatt-hours, million;17324;;547030;Europe
France;Electricity - total wind production;2013;Kilowatt-hours, million;16126;;547030;Europe
France;Electricity - total wind production;2012;Kilowatt-hours, million;15178;;547030;Europe
France;Electricity - total wind production;2011;Kilowatt-hours, million;12371;;547030;Europe
France;Electricity - total wind production;2010;Kilowatt-hours, million;9945;;547030;Europe
France;Electricity - total wind production;2009;Kilowatt-hours, million;7912;;547030;Europe
France;Electricity - total wind production;2008;Kilowatt-hours, million;5694;;547030;Europe
France;Electricity - total wind production;2007;Kilowatt-hours, million;4070;;547030;Europe
France;Electricity - total wind production;2006;Kilowatt-hours, million;2182;;547030;Europe
France;Electricity - total wind production;2005;Kilowatt-hours, million;962;;547030;Europe
France;Electricity - total wind production;2004;Kilowatt-hours, million;595;;547030;Europe
France;Electricity - total wind production;2003;Kilowatt-hours, million;388;;547030;Europe
France;Electricity - total wind production;2002;Kilowatt-hours, million;265;;547030;Europe
France;Electricity - total wind production;2001;Kilowatt-hours, million;131;;547030;Europe
France;Electricity - total wind production;2000;Kilowatt-hours, million;48;;547030;Europe
France;Electricity - total wind production;1999;Kilowatt-hours, million;37;;547030;Europe
France;Electricity - total wind production;1998;Kilowatt-hours, million;19;;547030;Europe
France;Electricity - total wind production;1997;Kilowatt-hours, million;11;;547030;Europe
France;Electricity - total wind production;1996;Kilowatt-hours, million;7;;547030;Europe
France;Electricity - total wind production;1995;Kilowatt-hours, million;5;;547030;Europe
France;Electricity - total wind production;1994;Kilowatt-hours, million;5;;547030;Europe
France;Electricity - total wind production;1993;Kilowatt-hours, million;2;;547030;Europe
French Polynesia;Electricity - total wind production;2019;Kilowatt-hours, million;8;1;4167;Oceania
French Polynesia;Electricity - total wind production;2018;Kilowatt-hours, million;8;;4167;Oceania
French Polynesia;Electricity - total wind production;2009;Kilowatt-hours, million;437;;4167;Oceania
French Polynesia;Electricity - total wind production;2008;Kilowatt-hours, million;492;;4167;Oceania
Gambia;Electricity - total wind production;2019;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2018;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2017;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2016;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2015;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2014;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2013;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2012;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total wind production;2011;Kilowatt-hours, million;6;1;11300;Africa
Gambia;Electricity - total wind production;2010;Kilowatt-hours, million;3;1;11300;Africa
Gambia;Electricity - total wind production;2009;Kilowatt-hours, million;1;1;11300;Africa
Georgia;Electricity - total wind production;2019;Kilowatt-hours, million;847;;67900;Europe
Georgia;Electricity - total wind production;2018;Kilowatt-hours, million;843;;67900;Europe
Georgia;Electricity - total wind production;2017;Kilowatt-hours, million;878;;67900;Europe
Georgia;Electricity - total wind production;2016;Kilowatt-hours, million;9;;67900;Europe
Germany;Electricity - total wind production;2018;Kilowatt-hours, million;109951;;357021;Europe
Germany;Electricity - total wind production;2017;Kilowatt-hours, million;105693;;357021;Europe
Germany;Electricity - total wind production;2016;Kilowatt-hours, million;79924;;357021;Europe
Germany;Electricity - total wind production;2015;Kilowatt-hours, million;80624;;357021;Europe
Germany;Electricity - total wind production;2014;Kilowatt-hours, million;58497;;357021;Europe
Germany;Electricity - total wind production;2013;Kilowatt-hours, million;52737;;357021;Europe
Germany;Electricity - total wind production;2012;Kilowatt-hours, million;51680;;357021;Europe
Germany;Electricity - total wind production;2011;Kilowatt-hours, million;49858;;357021;Europe
Germany;Electricity - total wind production;2010;Kilowatt-hours, million;38547;;357021;Europe
Germany;Electricity - total wind production;2009;Kilowatt-hours, million;38647;;357021;Europe
Germany;Electricity - total wind production;2008;Kilowatt-hours, million;40574;;357021;Europe
Germany;Electricity - total wind production;2007;Kilowatt-hours, million;39713;;357021;Europe
Germany;Electricity - total wind production;2006;Kilowatt-hours, million;30710;;357021;Europe
Germany;Electricity - total wind production;2005;Kilowatt-hours, million;27229;;357021;Europe
Germany;Electricity - total wind production;2004;Kilowatt-hours, million;25509;;357021;Europe
Germany;Electricity - total wind production;2003;Kilowatt-hours, million;18713;;357021;Europe
Germany;Electricity - total wind production;2002;Kilowatt-hours, million;15856;;357021;Europe
Germany;Electricity - total wind production;2001;Kilowatt-hours, million;10456;;357021;Europe
Germany;Electricity - total wind production;2000;Kilowatt-hours, million;9352;;357021;Europe
Germany;Electricity - total wind production;1999;Kilowatt-hours, million;5528;;357021;Europe
Germany;Electricity - total wind production;1998;Kilowatt-hours, million;4593;;357021;Europe
Germany;Electricity - total wind production;1997;Kilowatt-hours, million;3034;;357021;Europe
Germany;Electricity - total wind production;1996;Kilowatt-hours, million;2078;;357021;Europe
Germany;Electricity - total wind production;1995;Kilowatt-hours, million;1712;;357021;Europe
Germany;Electricity - total wind production;1994;Kilowatt-hours, million;1428;;357021;Europe
Germany;Electricity - total wind production;1993;Kilowatt-hours, million;674;;357021;Europe
Germany;Electricity - total wind production;1992;Kilowatt-hours, million;291;;357021;Europe
Germany;Electricity - total wind production;1991;Kilowatt-hours, million;215;;357021;Europe
Germany, Fed. R. (former);Electricity - total wind production;1990;Kilowatt-hours, million;43;;357021;Europe
Greece;Electricity - total wind production;2018;Kilowatt-hours, million;6300;;131940;Europe
Greece;Electricity - total wind production;2017;Kilowatt-hours, million;5537;;131940;Europe
Greece;Electricity - total wind production;2016;Kilowatt-hours, million;5146;;131940;Europe
Greece;Electricity - total wind production;2015;Kilowatt-hours, million;4621;;131940;Europe
Greece;Electricity - total wind production;2014;Kilowatt-hours, million;3689;;131940;Europe
Greece;Electricity - total wind production;2013;Kilowatt-hours, million;4139;;131940;Europe
Greece;Electricity - total wind production;2012;Kilowatt-hours, million;3850;;131940;Europe
Greece;Electricity - total wind production;2011;Kilowatt-hours, million;3315;;131940;Europe
Greece;Electricity - total wind production;2010;Kilowatt-hours, million;2714;;131940;Europe
Greece;Electricity - total wind production;2009;Kilowatt-hours, million;2543;;131940;Europe
Greece;Electricity - total wind production;2008;Kilowatt-hours, million;2242;;131940;Europe
Greece;Electricity - total wind production;2007;Kilowatt-hours, million;1818;;131940;Europe
Greece;Electricity - total wind production;2006;Kilowatt-hours, million;1699;;131940;Europe
Greece;Electricity - total wind production;2005;Kilowatt-hours, million;1266;;131940;Europe
Greece;Electricity - total wind production;2004;Kilowatt-hours, million;1121;;131940;Europe
Greece;Electricity - total wind production;2003;Kilowatt-hours, million;1021;;131940;Europe
Greece;Electricity - total wind production;2002;Kilowatt-hours, million;651;;131940;Europe
Greece;Electricity - total wind production;2001;Kilowatt-hours, million;756;;131940;Europe
Greece;Electricity - total wind production;2000;Kilowatt-hours, million;451;;131940;Europe
Greece;Electricity - total wind production;1999;Kilowatt-hours, million;162;;131940;Europe
Greece;Electricity - total wind production;1998;Kilowatt-hours, million;70;;131940;Europe
Greece;Electricity - total wind production;1997;Kilowatt-hours, million;36;;131940;Europe
Greece;Electricity - total wind production;1996;Kilowatt-hours, million;38;;131940;Europe
Greece;Electricity - total wind production;1995;Kilowatt-hours, million;34;;131940;Europe
Greece;Electricity - total wind production;1994;Kilowatt-hours, million;37;;131940;Europe
Greece;Electricity - total wind production;1993;Kilowatt-hours, million;47;;131940;Europe
Greece;Electricity - total wind production;1992;Kilowatt-hours, million;8;;131940;Europe
Greece;Electricity - total wind production;1991;Kilowatt-hours, million;2;;131940;Europe
Greece;Electricity - total wind production;1990;Kilowatt-hours, million;2;;131940;Europe
Guadeloupe;Electricity - total wind production;2016;Kilowatt-hours, million;533;;1780;North America
Guadeloupe;Electricity - total wind production;2015;Kilowatt-hours, million;519;;1780;North America
Guadeloupe;Electricity - total wind production;2014;Kilowatt-hours, million;544;;1780;North America
Guadeloupe;Electricity - total wind production;2013;Kilowatt-hours, million;568;;1780;North America
Guadeloupe;Electricity - total wind production;2012;Kilowatt-hours, million;51;;1780;North America
Guadeloupe;Electricity - total wind production;2011;Kilowatt-hours, million;451;;1780;North America
Guadeloupe;Electricity - total wind production;2010;Kilowatt-hours, million;41;;1780;North America
Guadeloupe;Electricity - total wind production;2009;Kilowatt-hours, million;511;;1780;North America
Guadeloupe;Electricity - total wind production;2008;Kilowatt-hours, million;487;;1780;North America
Guadeloupe;Electricity - total wind production;2007;Kilowatt-hours, million;44;;1780;North America
Guadeloupe;Electricity - total wind production;2006;Kilowatt-hours, million;349;;1780;North America
Guadeloupe;Electricity - total wind production;2005;Kilowatt-hours, million;246;;1780;North America
Guadeloupe;Electricity - total wind production;2004;Kilowatt-hours, million;319;;1780;North America
Guadeloupe;Electricity - total wind production;2003;Kilowatt-hours, million;336;;1780;North America
Guadeloupe;Electricity - total wind production;2002;Kilowatt-hours, million;299;;1780;North America
Guadeloupe;Electricity - total wind production;2001;Kilowatt-hours, million;171;;1780;North America
Guadeloupe;Electricity - total wind production;2000;Kilowatt-hours, million;87;;1780;North America
Guadeloupe;Electricity - total wind production;1999;Kilowatt-hours, million;44;;1780;North America
Guadeloupe;Electricity - total wind production;1998;Kilowatt-hours, million;2;;1780;North America
Guadeloupe;Electricity - total wind production;1997;Kilowatt-hours, million;9;;1780;North America
Guadeloupe;Electricity - total wind production;1996;Kilowatt-hours, million;3;;1780;North America
Guadeloupe;Electricity - total wind production;2010;Kilowatt-hours, million;41;;1780;North America
Guadeloupe;Electricity - total wind production;2009;Kilowatt-hours, million;511;;1780;North America
Guadeloupe;Electricity - total wind production;2008;Kilowatt-hours, million;487;;1780;North America
Guadeloupe;Electricity - total wind production;2007;Kilowatt-hours, million;44;;1780;North America
Guadeloupe;Electricity - total wind production;2006;Kilowatt-hours, million;349;;1780;North America
Guadeloupe;Electricity - total wind production;2005;Kilowatt-hours, million;246;;1780;North America
Guadeloupe;Electricity - total wind production;2004;Kilowatt-hours, million;319;;1780;North America
Guadeloupe;Electricity - total wind production;2003;Kilowatt-hours, million;336;;1780;North America
Guadeloupe;Electricity - total wind production;2002;Kilowatt-hours, million;299;;1780;North America
Guadeloupe;Electricity - total wind production;2001;Kilowatt-hours, million;171;;1780;North America
Guadeloupe;Electricity - total wind production;2000;Kilowatt-hours, million;87;;1780;North America
Guadeloupe;Electricity - total wind production;1999;Kilowatt-hours, million;44;;1780;North America
Guadeloupe;Electricity - total wind production;1998;Kilowatt-hours, million;2;;1780;North America
Guadeloupe;Electricity - total wind production;1997;Kilowatt-hours, million;9;;1780;North America
Guadeloupe;Electricity - total wind production;1996;Kilowatt-hours, million;3;;1780;North America
Guam;Electricity - total wind production;2018;Kilowatt-hours, million;5;1;541;Oceania
Guam;Electricity - total wind production;2017;Kilowatt-hours, million;5;1;541;Oceania
Guam;Electricity - total wind production;2016;Kilowatt-hours, million;5;1;541;Oceania
Guatemala;Electricity - total wind production;2018;Kilowatt-hours, million;3195;;108890;South America
Guatemala;Electricity - total wind production;2017;Kilowatt-hours, million;21806;;108890;South America
Guatemala;Electricity - total wind production;2016;Kilowatt-hours, million;21507;;108890;South America
Guatemala;Electricity - total wind production;2015;Kilowatt-hours, million;10729;;108890;South America
Guyana;Electricity - total wind production;2018;Kilowatt-hours, million;35;;214970;South America
Guyana;Electricity - total wind production;2017;Kilowatt-hours, million;35;;214970;South America
Guyana;Electricity - total wind production;2016;Kilowatt-hours, million;35;;214970;South America
Guyana;Electricity - total wind production;2015;Kilowatt-hours, million;35;;214970;South America
Guyana;Electricity - total wind production;2014;Kilowatt-hours, million;13;;214970;South America
Guyana;Electricity - total wind production;2013;Kilowatt-hours, million;12;;214970;South America
Guyana;Electricity - total wind production;2012;Kilowatt-hours, million;7;;214970;South America
Guyana;Electricity - total wind production;2011;Kilowatt-hours, million;7;;214970;South America
Guyana;Electricity - total wind production;2010;Kilowatt-hours, million;7;;214970;South America
Guyana;Electricity - total wind production;2009;Kilowatt-hours, million;7;;214970;South America
Guyana;Electricity - total wind production;2008;Kilowatt-hours, million;7;;214970;South America
Guyana;Electricity - total wind production;2007;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2006;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2005;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2004;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2003;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2002;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2001;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total wind production;2000;Kilowatt-hours, million;3;;214970;South America
Honduras;Electricity - total wind production;2018;Kilowatt-hours, million;929;;112090;South America
Honduras;Electricity - total wind production;2017;Kilowatt-hours, million;578;;112090;South America
Honduras;Electricity - total wind production;2016;Kilowatt-hours, million;574;;112090;South America
Honduras;Electricity - total wind production;2015;Kilowatt-hours, million;665;;112090;South America
Honduras;Electricity - total wind production;2014;Kilowatt-hours, million;398;;112090;South America
Honduras;Electricity - total wind production;2013;Kilowatt-hours, million;310;;112090;South America
Honduras;Electricity - total wind production;2012;Kilowatt-hours, million;338;;112090;South America
Honduras;Electricity - total wind production;2011;Kilowatt-hours, million;117;;93030;South America
Hungary;Electricity - total wind production;2018;Kilowatt-hours, million;607;;93030;Europe
Hungary;Electricity - total wind production;2017;Kilowatt-hours, million;758;;93030;Europe
Hungary;Electricity - total wind production;2016;Kilowatt-hours, million;684;;93030;Europe
Hungary;Electricity - total wind production;2015;Kilowatt-hours, million;693;;93030;Europe
Hungary;Electricity - total wind production;2014;Kilowatt-hours, million;657;;93030;Europe
Hungary;Electricity - total wind production;2013;Kilowatt-hours, million;718;;93030;Europe
Hungary;Electricity - total wind production;2012;Kilowatt-hours, million;770;;93030;Europe
Hungary;Electricity - total wind production;2011;Kilowatt-hours, million;626;;93030;Europe
Hungary;Electricity - total wind production;2010;Kilowatt-hours, million;534;;93030;Europe
Hungary;Electricity - total wind production;2009;Kilowatt-hours, million;331;;93030;Europe
Hungary;Electricity - total wind production;2008;Kilowatt-hours, million;205;;93030;Europe
Hungary;Electricity - total wind production;2007;Kilowatt-hours, million;110;;93030;Europe
Hungary;Electricity - total wind production;2006;Kilowatt-hours, million;43;;93030;Europe
Hungary;Electricity - total wind production;2005;Kilowatt-hours, million;10;;93030;Europe
Hungary;Electricity - total wind production;2004;Kilowatt-hours, million;6;;93030;Europe
Hungary;Electricity - total wind production;2003;Kilowatt-hours, million;4;;93030;Europe
Hungary;Electricity - total wind production;2002;Kilowatt-hours, million;1;;93030;Europe
Hungary;Electricity - total wind production;2001;Kilowatt-hours, million;1;;93030;Europe
Iceland;Electricity - total wind production;2018;Kilowatt-hours, million;4;;103000;Europe
Iceland;Electricity - total wind production;2017;Kilowatt-hours, million;8;;103000;Europe
Iceland;Electricity - total wind production;2016;Kilowatt-hours, million;9;;103000;Europe
Iceland;Electricity - total wind production;2015;Kilowatt-hours, million;11;;103000;Europe
Iceland;Electricity - total wind production;2014;Kilowatt-hours, million;8;;103000;Europe
Iceland;Electricity - total wind production;2013;Kilowatt-hours, million;3;;103000;Europe
India;Electricity - total wind production;2018;Kilowatt-hours, million;64294;1;3287263;Asia
India;Electricity - total wind production;2017;Kilowatt-hours, million;38486;;3287263;Asia
India;Electricity - total wind production;2016;Kilowatt-hours, million;35530;;3287263;Asia
India;Electricity - total wind production;2015;Kilowatt-hours, million;30045;;3287263;Asia
India;Electricity - total wind production;2014;Kilowatt-hours, million;27057;;3287263;Asia
India;Electricity - total wind production;2013;Kilowatt-hours, million;33583;;3287263;Asia
India;Electricity - total wind production;2012;Kilowatt-hours, million;28365;;3287263;Asia
India;Electricity - total wind production;2011;Kilowatt-hours, million;23353;;3287263;Asia
India;Electricity - total wind production;2010;Kilowatt-hours, million;18735;;3287263;Asia
India;Electricity - total wind production;2009;Kilowatt-hours, million;18188;;3287263;Asia
India;Electricity - total wind production;2008;Kilowatt-hours, million;13334;;3287263;Asia
India;Electricity - total wind production;2007;Kilowatt-hours, million;11413;;3287263;Asia
India;Electricity - total wind production;2006;Kilowatt-hours, million;9547;;3287263;Asia
India;Electricity - total wind production;2005;Kilowatt-hours, million;5991;;3287263;Asia
India;Electricity - total wind production;2004;Kilowatt-hours, million;4295;;3287263;Asia
India;Electricity - total wind production;2003;Kilowatt-hours, million;3402;;3287263;Asia
India;Electricity - total wind production;2002;Kilowatt-hours, million;2511;;3287263;Asia
India;Electricity - total wind production;2001;Kilowatt-hours, million;2085;;3287263;Asia
India;Electricity - total wind production;2000;Kilowatt-hours, million;1582;;3287263;Asia
India;Electricity - total wind production;1999;Kilowatt-hours, million;1509;;3287263;Asia
