Country or Area;Commodity - Transaction;Year;Unit;Quantity;Quantity Footnotes;Kmq;Continents
Algeria;Electricity - total wind production;2018;Kilowatt-hours, million;84;1;2381741;Africa
Algeria;Electricity - total wind production;2017;Kilowatt-hours, million;68;1;2381741;Africa
Algeria;Electricity - total wind production;2016;Kilowatt-hours, million;19;;2381741;Africa
Algeria;Electricity - total wind production;2015;Kilowatt-hours, million;19;;2381741;Africa
Argentina;Electricity - total wind production;2019;Kilowatt-hours, million;4996;;2780272;South America
Argentina;Electricity - total wind production;2018;Kilowatt-hours, million;1413;;2780272;South America
Argentina;Electricity - total wind production;2017;Kilowatt-hours, million;612;;2780272;South America
Argentina;Electricity - total wind production;2016;Kilowatt-hours, million;547;;2780272;South America
Argentina;Electricity - total wind production;2015;Kilowatt-hours, million;599;;2780272;South America
Argentina;Electricity - total wind production;2014;Kilowatt-hours, million;619;;2780272;South America
Argentina;Electricity - total wind production;2013;Kilowatt-hours, million;461;;2780272;South America
Argentina;Electricity - total wind production;2012;Kilowatt-hours, million;369;;2780272;South America
Argentina;Electricity - total wind production;2011;Kilowatt-hours, million;26;;2780272;South America
Argentina;Electricity - total wind production;2010;Kilowatt-hours, million;25;;2780272;South America
Argentina;Electricity - total wind production;2009;Kilowatt-hours, million;36;;2780272;South America
Argentina;Electricity - total wind production;2008;Kilowatt-hours, million;42;;2780272;South America
Argentina;Electricity - total wind production;2007;Kilowatt-hours, million;61;;2780272;South America
Argentina;Electricity - total wind production;2006;Kilowatt-hours, million;70;;2780272;South America
Argentina;Electricity - total wind production;2005;Kilowatt-hours, million;75;;2780272;South America
Argentina;Electricity - total wind production;2004;Kilowatt-hours, million;72;;2780272;South America
Argentina;Electricity - total wind production;2003;Kilowatt-hours, million;78;;2780272;South America
Argentina;Electricity - total wind production;2002;Kilowatt-hours, million;73;;2780272;South America
Argentina;Electricity - total wind production;2001;Kilowatt-hours, million;49;;2780272;South America
Argentina;Electricity - total wind production;2000;Kilowatt-hours, million;35;;2780272;South America
Argentina;Electricity - total wind production;1999;Kilowatt-hours, million;35;;2780272;South America
Argentina;Electricity - total wind production;1998;Kilowatt-hours, million;33;;2780272;South America
Argentina;Electricity - total wind production;1997;Kilowatt-hours, million;15;;2780272;South America
Argentina;Electricity - total wind production;1996;Kilowatt-hours, million;10;;2780272;South America
Armenia;Electricity - total wind production;2018;Kilowatt-hours, million;1881;;29800;Asia
Armenia;Electricity - total wind production;2017;Kilowatt-hours, million;21;;29800;Asia
Armenia;Electricity - total wind production;2016;Kilowatt-hours, million;2;;29800;Asia
Armenia;Electricity - total wind production;2015;Kilowatt-hours, million;3;;29800;Asia
Armenia;Electricity - total wind production;2014;Kilowatt-hours, million;4;;29800;Asia
Armenia;Electricity - total wind production;2013;Kilowatt-hours, million;4;;29800;Asia
Armenia;Electricity - total wind production;2012;Kilowatt-hours, million;4;;29800;Asia
Armenia;Electricity - total wind production;2011;Kilowatt-hours, million;6;;29800;Asia
Armenia;Electricity - total wind production;2010;Kilowatt-hours, million;7;;29800;Asia
Armenia;Electricity - total wind production;2009;Kilowatt-hours, million;4;;29800;Asia
Armenia;Electricity - total wind production;2008;Kilowatt-hours, million;2;;29800;Asia
Aruba;Electricity - total wind production;2019;Kilowatt-hours, million;1649;1;193;South America
Aruba;Electricity - total wind production;2018;Kilowatt-hours, million;1749;1;193;South America
Aruba;Electricity - total wind production;2017;Kilowatt-hours, million;1438;1;193;South America
Aruba;Electricity - total wind production;2016;Kilowatt-hours, million;1449;1;193;South America
Aruba;Electricity - total wind production;2015;Kilowatt-hours, million;1384;1;193;South America
Aruba;Electricity - total wind production;2014;Kilowatt-hours, million;1384;1;193;South America
Aruba;Electricity - total wind production;2013;Kilowatt-hours, million;1384;1;193;South America
Aruba;Electricity - total wind production;2012;Kilowatt-hours, million;1364;;193;South America
Aruba;Electricity - total wind production;2011;Kilowatt-hours, million;1126;;193;South America
Aruba;Electricity - total wind production;2010;Kilowatt-hours, million;1065;;193;South America
Australia;Electricity - total wind production;2018;Kilowatt-hours, million;15164;;7703429;Oceania
Australia;Electricity - total wind production;2017;Kilowatt-hours, million;12597;;7703429;Oceania
Australia;Electricity - total wind production;2016;Kilowatt-hours, million;12199;;7703429;Oceania
Australia;Electricity - total wind production;2015;Kilowatt-hours, million;11467;;7703429;Oceania
Australia;Electricity - total wind production;2014;Kilowatt-hours, million;10252;;7703429;Oceania
Australia;Electricity - total wind production;2013;Kilowatt-hours, million;7960;;7703429;Oceania
Australia;Electricity - total wind production;2012;Kilowatt-hours, million;6970;;7703429;Oceania
Australia;Electricity - total wind production;2011;Kilowatt-hours, million;6085;;7703429;Oceania
Australia;Electricity - total wind production;2010;Kilowatt-hours, million;5052;;7703429;Oceania
Australia;Electricity - total wind production;2009;Kilowatt-hours, million;3824;;7703429;Oceania
Australia;Electricity - total wind production;2008;Kilowatt-hours, million;3093;;7703429;Oceania
Australia;Electricity - total wind production;2007;Kilowatt-hours, million;2611;;7703429;Oceania
Australia;Electricity - total wind production;2006;Kilowatt-hours, million;1713;;7703429;Oceania
Australia;Electricity - total wind production;2005;Kilowatt-hours, million;885;;7703429;Oceania
Australia;Electricity - total wind production;2004;Kilowatt-hours, million;705;;7703429;Oceania
Australia;Electricity - total wind production;2003;Kilowatt-hours, million;703;;7703429;Oceania
Australia;Electricity - total wind production;2002;Kilowatt-hours, million;364;;7703429;Oceania
Australia;Electricity - total wind production;2001;Kilowatt-hours, million;210;;7703429;Oceania
Australia;Electricity - total wind production;2000;Kilowatt-hours, million;58;;7703429;Oceania
Australia;Electricity - total wind production;1999;Kilowatt-hours, million;28;;7703429;Oceania
Australia;Electricity - total wind production;1998;Kilowatt-hours, million;8;;7703429;Oceania
Australia;Electricity - total wind production;1997;Kilowatt-hours, million;7;;7703429;Oceania
Australia;Electricity - total wind production;1996;Kilowatt-hours, million;7;;7703429;Oceania
Australia;Electricity - total wind production;1995;Kilowatt-hours, million;7;;7703429;Oceania
Australia;Electricity - total wind production;1994;Kilowatt-hours, million;4;;7703429;Oceania
Austria;Electricity - total wind production;2018;Kilowatt-hours, million;6030;;83870;Europe
Austria;Electricity - total wind production;2017;Kilowatt-hours, million;6572;;83870;Europe
Austria;Electricity - total wind production;2016;Kilowatt-hours, million;5235;;83870;Europe
Austria;Electricity - total wind production;2015;Kilowatt-hours, million;4840;;83870;Europe
Austria;Electricity - total wind production;2014;Kilowatt-hours, million;3846;;83870;Europe
Austria;Electricity - total wind production;2013;Kilowatt-hours, million;3152;;83870;Europe
Austria;Electricity - total wind production;2012;Kilowatt-hours, million;2463;;83870;Europe
Austria;Electricity - total wind production;2011;Kilowatt-hours, million;1936;;83870;Europe
Austria;Electricity - total wind production;2010;Kilowatt-hours, million;2064;;83870;Europe
Austria;Electricity - total wind production;2009;Kilowatt-hours, million;1954;;83870;Europe
Austria;Electricity - total wind production;2008;Kilowatt-hours, million;2011;;83870;Europe
Austria;Electricity - total wind production;2007;Kilowatt-hours, million;2037;;83870;Europe
Austria;Electricity - total wind production;2006;Kilowatt-hours, million;1753;;83870;Europe
Austria;Electricity - total wind production;2005;Kilowatt-hours, million;1331;;83870;Europe
Austria;Electricity - total wind production;2004;Kilowatt-hours, million;934;;83870;Europe
Austria;Electricity - total wind production;2003;Kilowatt-hours, million;372;;83870;Europe
Austria;Electricity - total wind production;2002;Kilowatt-hours, million;140;;83870;Europe
Austria;Electricity - total wind production;2001;Kilowatt-hours, million;105;;83870;Europe
Austria;Electricity - total wind production;2000;Kilowatt-hours, million;67;;83870;Europe
Austria;Electricity - total wind production;1999;Kilowatt-hours, million;51;;83870;Europe
Austria;Electricity - total wind production;1998;Kilowatt-hours, million;45;;83870;Europe
Austria;Electricity - total wind production;1997;Kilowatt-hours, million;20;;83870;Europe
Austria;Electricity - total wind production;1996;Kilowatt-hours, million;5;;83870;Europe
Austria;Electricity - total wind production;1995;Kilowatt-hours, million;1;;83870;Europe
Azerbaijan;Electricity - total wind production;2018;Kilowatt-hours, million;8270002;;86600;Asia
Azerbaijan;Electricity - total wind production;2017;Kilowatt-hours, million;221;;86600;Asia
Azerbaijan;Electricity - total wind production;2016;Kilowatt-hours, million;23;;86600;Asia
Azerbaijan;Electricity - total wind production;2015;Kilowatt-hours, million;5;;86600;Asia
Azerbaijan;Electricity - total wind production;2014;Kilowatt-hours, million;2;;86600;Asia
Azerbaijan;Electricity - total wind production;2013;Kilowatt-hours, million;1;;86600;Asia
Azerbaijan;Electricity - total wind production;2009;Kilowatt-hours, million;1;;86600;Asia
Azerbaijan;Electricity - total wind production;2008;Kilowatt-hours, million;2;;86600;Asia
Bahrain;Electricity - total wind production;2018;Kilowatt-hours, million;1;1;765;Asia
Bahrain;Electricity - total wind production;2017;Kilowatt-hours, million;1;1;765;Asia
Bahrain;Electricity - total wind production;2016;Kilowatt-hours, million;1;;765;Asia
Bangladesh;Electricity - total wind production;2018;Kilowatt-hours, million;6;;147570;Asia
Bangladesh;Electricity - total wind production;2017;Kilowatt-hours, million;6;;147570;Asia
Bangladesh;Electricity - total wind production;2016;Kilowatt-hours, million;6;;147570;Asia
Bangladesh;Electricity - total wind production;2015;Kilowatt-hours, million;6;;147570;Asia
Bangladesh;Electricity - total wind production;2014;Kilowatt-hours, million;4;;147570;Asia
Bangladesh;Electricity - total wind production;2013;Kilowatt-hours, million;4;;147570;Asia
Belarus;Electricity - total wind production;2019;Kilowatt-hours, million;166;;207600;Europe
Belarus;Electricity - total wind production;2018;Kilowatt-hours, million;99;;207600;Europe
Belarus;Electricity - total wind production;2017;Kilowatt-hours, million;97;;207600;Europe
Belarus;Electricity - total wind production;2016;Kilowatt-hours, million;75;;207600;Europe
Belarus;Electricity - total wind production;2015;Kilowatt-hours, million;26;;207600;Europe
Belarus;Electricity - total wind production;2014;Kilowatt-hours, million;11;;207600;Europe
Belarus;Electricity - total wind production;2013;Kilowatt-hours, million;8;;207600;Europe
Belarus;Electricity - total wind production;2012;Kilowatt-hours, million;6;;207600;Europe
Belarus;Electricity - total wind production;2011;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2010;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2009;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2008;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2007;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2006;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2005;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2004;Kilowatt-hours, million;1;;207600;Europe
Belarus;Electricity - total wind production;2003;Kilowatt-hours, million;0;;207600;Europe
Belarus;Electricity - total wind production;2002;Kilowatt-hours, million;0;;207600;Europe
Belarus;Electricity - total wind production;2001;Kilowatt-hours, million;0;;207600;Europe
Belarus;Electricity - total wind production;2000;Kilowatt-hours, million;0;;207600;Europe
Belarus;Electricity - total wind production;1999;Kilowatt-hours, million;0;;207600;Europe
Belgium;Electricity - total wind production;2018;Kilowatt-hours, million;7465;;30528;Europe
Belgium;Electricity - total wind production;2017;Kilowatt-hours, million;6513;;30528;Europe
Belgium;Electricity - total wind production;2016;Kilowatt-hours, million;5438;;30528;Europe
Belgium;Electricity - total wind production;2015;Kilowatt-hours, million;5574;;30528;Europe
Belgium;Electricity - total wind production;2014;Kilowatt-hours, million;4615;;30528;Europe
Belgium;Electricity - total wind production;2013;Kilowatt-hours, million;3665;;30528;Europe
Belgium;Electricity - total wind production;2012;Kilowatt-hours, million;2751;;30528;Europe
Belgium;Electricity - total wind production;2011;Kilowatt-hours, million;2312;;30528;Europe
Belgium;Electricity - total wind production;2010;Kilowatt-hours, million;1292;;30528;Europe
Belgium;Electricity - total wind production;2009;Kilowatt-hours, million;996;;30528;Europe
Belgium;Electricity - total wind production;2008;Kilowatt-hours, million;637;;30528;Europe
Belgium;Electricity - total wind production;2007;Kilowatt-hours, million;491;;30528;Europe
Belgium;Electricity - total wind production;2006;Kilowatt-hours, million;366;;30528;Europe
Belgium;Electricity - total wind production;2005;Kilowatt-hours, million;227;;30528;Europe
Belgium;Electricity - total wind production;2004;Kilowatt-hours, million;142;;30528;Europe
Belgium;Electricity - total wind production;2003;Kilowatt-hours, million;88;;30528;Europe
Belgium;Electricity - total wind production;2002;Kilowatt-hours, million;57;;30528;Europe
Belgium;Electricity - total wind production;2001;Kilowatt-hours, million;37;;30528;Europe
Belgium;Electricity - total wind production;2000;Kilowatt-hours, million;16;;30528;Europe
Belgium;Electricity - total wind production;1999;Kilowatt-hours, million;13;;30528;Europe
Belgium;Electricity - total wind production;1998;Kilowatt-hours, million;11;;30528;Europe
Belgium;Electricity - total wind production;1997;Kilowatt-hours, million;8;;30528;Europe
Belgium;Electricity - total wind production;1996;Kilowatt-hours, million;8;;30528;Europe
Belgium;Electricity - total wind production;1995;Kilowatt-hours, million;9;;30528;Europe
Belgium;Electricity - total wind production;1994;Kilowatt-hours, million;9;;30528;Europe
Belgium;Electricity - total wind production;1993;Kilowatt-hours, million;8;;30528;Europe
Belgium;Electricity - total wind production;1992;Kilowatt-hours, million;9;;30528;Europe
Belgium;Electricity - total wind production;1991;Kilowatt-hours, million;8;;30528;Europe
Belgium;Electricity - total wind production;1990;Kilowatt-hours, million;7;;30528;Europe
Bhutan;Electricity - total wind production;2019;Kilowatt-hours, million;26;;47000;Asia
Bhutan;Electricity - total wind production;2018;Kilowatt-hours, million;113;;47000;Asia
Bhutan;Electricity - total wind production;2017;Kilowatt-hours, million;111;;47000;Asia
Bhutan;Electricity - total wind production;2016;Kilowatt-hours, million;71;;47000;Asia
Bolivia (Plur. State of);Electricity - total wind production;2018;Kilowatt-hours, million;59;;1098580;South America
Bolivia (Plur. State of);Electricity - total wind production;2017;Kilowatt-hours, million;60;;1098580;South America
Bolivia (Plur. State of);Electricity - total wind production;2016;Kilowatt-hours, million;35;;1098580;South America
Bolivia (Plur. State of);Electricity - total wind production;2015;Kilowatt-hours, million;12;;1098580;South America
Bolivia (Plur. State of);Electricity - total wind production;2014;Kilowatt-hours, million;8;;1098580;South America
Bolivia (Plur. State of);Electricity - total wind production;2013;Kilowatt-hours, million;1;;1098580;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2019;Kilowatt-hours, million;45;1;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2018;Kilowatt-hours, million;43;1;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2017;Kilowatt-hours, million;353;;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2016;Kilowatt-hours, million;376;;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2015;Kilowatt-hours, million;401;;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2014;Kilowatt-hours, million;412;;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2013;Kilowatt-hours, million;367;;322;South America
Bonaire, St Eustatius, Saba;Electricity - total wind production;2012;Kilowatt-hours, million;325;;322;South America
Bosnia and Herzegovina;Electricity - total wind production;2018;Kilowatt-hours, million;103;;51129;Europe
Brazil;Electricity - total wind production;2019;Kilowatt-hours, million;55986;;8514877;South America
Brazil;Electricity - total wind production;2018;Kilowatt-hours, million;48475;;8514877;South America
Brazil;Electricity - total wind production;2017;Kilowatt-hours, million;42373;;8514877;South America
Brazil;Electricity - total wind production;2016;Kilowatt-hours, million;33488;;8514877;South America
Brazil;Electricity - total wind production;2015;Kilowatt-hours, million;21626;;8514877;South America
Brazil;Electricity - total wind production;2014;Kilowatt-hours, million;12211;;8514877;South America
Brazil;Electricity - total wind production;2013;Kilowatt-hours, million;6579;;8514877;South America
Brazil;Electricity - total wind production;2012;Kilowatt-hours, million;5050;;8514877;South America
Brazil;Electricity - total wind production;2011;Kilowatt-hours, million;2705;;8514877;South America
Brazil;Electricity - total wind production;2010;Kilowatt-hours, million;2177;;8514877;South America
Brazil;Electricity - total wind production;2009;Kilowatt-hours, million;1238;;8514877;South America
Brazil;Electricity - total wind production;2008;Kilowatt-hours, million;837;;8514877;South America
Brazil;Electricity - total wind production;2007;Kilowatt-hours, million;645;;8514877;South America
British Virgin Islands;Electricity - total wind production;2019;Kilowatt-hours, million;7;1;1910;South America
British Virgin Islands;Electricity - total wind production;2018;Kilowatt-hours, million;6;1;1910;South America
British Virgin Islands;Electricity - total wind production;2017;Kilowatt-hours, million;7;1;1910;South America
British Virgin Islands;Electricity - total wind production;2016;Kilowatt-hours, million;105;1;1910;South America
British Virgin Islands;Electricity - total wind production;2015;Kilowatt-hours, million;105;1;1910;South America
British Virgin Islands;Electricity - total wind production;2014;Kilowatt-hours, million;105;1;1910;South America
British Virgin Islands;Electricity - total wind production;2013;Kilowatt-hours, million;105;1;1910;South America
British Virgin Islands;Electricity - total wind production;2012;Kilowatt-hours, million;105;1;1910;South America
British Virgin Islands;Electricity - total wind production;2011;Kilowatt-hours, million;105;1;1910;South America
Bulgaria;Electricity - total wind production;2018;Kilowatt-hours, million;1318;;110910;Europe
Bulgaria;Electricity - total wind production;2017;Kilowatt-hours, million;1504;;110910;Europe
Bulgaria;Electricity - total wind production;2016;Kilowatt-hours, million;1425;;110910;Europe
Bulgaria;Electricity - total wind production;2015;Kilowatt-hours, million;1452;;110910;Europe
Bulgaria;Electricity - total wind production;2014;Kilowatt-hours, million;1331;;110910;Europe
Bulgaria;Electricity - total wind production;2013;Kilowatt-hours, million;1374;;110910;Europe
Bulgaria;Electricity - total wind production;2012;Kilowatt-hours, million;1221;;110910;Europe
Bulgaria;Electricity - total wind production;2011;Kilowatt-hours, million;861;;110910;Europe
Bulgaria;Electricity - total wind production;2010;Kilowatt-hours, million;681;;110910;Europe
Bulgaria;Electricity - total wind production;2009;Kilowatt-hours, million;237;;110910;Europe
Bulgaria;Electricity - total wind production;2008;Kilowatt-hours, million;122;;110910;Europe
Bulgaria;Electricity - total wind production;2007;Kilowatt-hours, million;47;;110910;Europe
Bulgaria;Electricity - total wind production;2006;Kilowatt-hours, million;20;;110910;Europe
Bulgaria;Electricity - total wind production;2005;Kilowatt-hours, million;5;;110910;Europe
Bulgaria;Electricity - total wind production;2004;Kilowatt-hours, million;1;;110910;Europe
Cabo Verde;Electricity - total wind production;2018;Kilowatt-hours, million;93;1;4033;Africa
Cabo Verde;Electricity - total wind production;2017;Kilowatt-hours, million;762;;4033;Africa
Cabo Verde;Electricity - total wind production;2016;Kilowatt-hours, million;769;;4033;Africa
Cabo Verde;Electricity - total wind production;2015;Kilowatt-hours, million;784;;4033;Africa
Cabo Verde;Electricity - total wind production;2014;Kilowatt-hours, million;6567;;4033;Africa
Cabo Verde;Electricity - total wind production;2013;Kilowatt-hours, million;7582;;4033;Africa
Cabo Verde;Electricity - total wind production;2012;Kilowatt-hours, million;614;;4033;Africa
Cabo Verde;Electricity - total wind production;2011;Kilowatt-hours, million;1561;;4033;Africa
Cabo Verde;Electricity - total wind production;2010;Kilowatt-hours, million;199;;4033;Africa
Cabo Verde;Electricity - total wind production;2009;Kilowatt-hours, million;466;;4033;Africa
Cabo Verde;Electricity - total wind production;2008;Kilowatt-hours, million;551;;4033;Africa
Cabo Verde;Electricity - total wind production;2007;Kilowatt-hours, million;687;;4033;Africa
Cabo Verde;Electricity - total wind production;2006;Kilowatt-hours, million;744;;4033;Africa
Cabo Verde;Electricity - total wind production;2005;Kilowatt-hours, million;645;;4033;Africa
Cabo Verde;Electricity - total wind production;2004;Kilowatt-hours, million;643;;4033;Africa
Cabo Verde;Electricity - total wind production;2003;Kilowatt-hours, million;537;;4033;Africa
Cabo Verde;Electricity - total wind production;2002;Kilowatt-hours, million;566;;4033;Africa
Cabo Verde;Electricity - total wind production;2001;Kilowatt-hours, million;643;;4033;Africa
Cabo Verde;Electricity - total wind production;2000;Kilowatt-hours, million;79;;4033;Africa
Cabo Verde;Electricity - total wind production;1999;Kilowatt-hours, million;78;;4033;Africa
Cabo Verde;Electricity - total wind production;1998;Kilowatt-hours, million;76;;4033;Africa
Cabo Verde;Electricity - total wind production;1997;Kilowatt-hours, million;72;1;4033;Africa
Cabo Verde;Electricity - total wind production;1996;Kilowatt-hours, million;71;1;4033;Africa
Cabo Verde;Electricity - total wind production;1995;Kilowatt-hours, million;63;1;4033;Africa
Cabo Verde;Electricity - total wind production;1994;Kilowatt-hours, million;54;1;4033;Africa
Cabo Verde;Electricity - total wind production;1993;Kilowatt-hours, million;2;1;4033;Africa
Canada;Electricity - total wind production;2018;Kilowatt-hours, million;33183;;9984673;North America
Canada;Electricity - total wind production;2017;Kilowatt-hours, million;31511;;9984673;North America
Canada;Electricity - total wind production;2016;Kilowatt-hours, million;30930;;9984673;North America
Canada;Electricity - total wind production;2015;Kilowatt-hours, million;26964;;9984673;North America
Canada;Electricity - total wind production;2014;Kilowatt-hours, million;22538;;9984673;North America
Canada;Electricity - total wind production;2013;Kilowatt-hours, million;18092;;9984673;North America
Canada;Electricity - total wind production;2012;Kilowatt-hours, million;11310;;9984673;North America
Canada;Electricity - total wind production;2011;Kilowatt-hours, million;10187;;9984673;North America
Canada;Electricity - total wind production;2010;Kilowatt-hours, million;8724;;9984673;North America
Canada;Electricity - total wind production;2009;Kilowatt-hours, million;6641;;9984673;North America
Canada;Electricity - total wind production;2008;Kilowatt-hours, million;3788;;9984673;North America
Canada;Electricity - total wind production;2007;Kilowatt-hours, million;3007;;9984673;North America
Canada;Electricity - total wind production;2006;Kilowatt-hours, million;2473;;9984673;North America
Canada;Electricity - total wind production;2005;Kilowatt-hours, million;1567;;9984673;North America
Canada;Electricity - total wind production;2004;Kilowatt-hours, million;954;;9984673;North America
Canada;Electricity - total wind production;2003;Kilowatt-hours, million;826;;9984673;North America
Canada;Electricity - total wind production;2002;Kilowatt-hours, million;408;;9984673;North America
Canada;Electricity - total wind production;2001;Kilowatt-hours, million;337;;9984673;North America
Canada;Electricity - total wind production;2000;Kilowatt-hours, million;264;;9984673;North America
Canada;Electricity - total wind production;1999;Kilowatt-hours, million;164;;9984673;North America
Canada;Electricity - total wind production;1998;Kilowatt-hours, million;62;;9984673;North America
Canada;Electricity - total wind production;1997;Kilowatt-hours, million;62;;9984673;North America
Canada;Electricity - total wind production;1996;Kilowatt-hours, million;62;;9984673;North America
Canada;Electricity - total wind production;1995;Kilowatt-hours, million;59;;9984673;North America
Canada;Electricity - total wind production;1994;Kilowatt-hours, million;59;;9984673;North America
Canada;Electricity - total wind production;1993;Kilowatt-hours, million;59;;9984673;North America
Canada;Electricity - total wind production;1992;Kilowatt-hours, million;59;;9984673;North America
Chile;Electricity - total wind production;2018;Kilowatt-hours, million;3588;;755838;South America
Chile;Electricity - total wind production;2017;Kilowatt-hours, million;3521;;755838;South America
Chile;Electricity - total wind production;2016;Kilowatt-hours, million;2449;;755838;South America
Chile;Electricity - total wind production;2015;Kilowatt-hours, million;2115;;755838;South America
Chile;Electricity - total wind production;2014;Kilowatt-hours, million;1443;;755838;South America
Chile;Electricity - total wind production;2013;Kilowatt-hours, million;554;;755838;South America
Chile;Electricity - total wind production;2012;Kilowatt-hours, million;409;;755838;South America
Chile;Electricity - total wind production;2011;Kilowatt-hours, million;338;;755838;South America
Chile;Electricity - total wind production;2010;Kilowatt-hours, million;332;;755838;South America
Chile;Electricity - total wind production;2009;Kilowatt-hours, million;79;;755838;South America
Chile;Electricity - total wind production;2008;Kilowatt-hours, million;38;;755838;South America
Chile;Electricity - total wind production;2007;Kilowatt-hours, million;9;;755838;South America
Chile;Electricity - total wind production;2006;Kilowatt-hours, million;7;;755838;South America
Chile;Electricity - total wind production;2005;Kilowatt-hours, million;7;;755838;South America
Chile;Electricity - total wind production;2004;Kilowatt-hours, million;7;;755838;South America
Chile;Electricity - total wind production;2003;Kilowatt-hours, million;7;;755838;South America
Chile;Electricity - total wind production;2002;Kilowatt-hours, million;7;;755838;South America
Chile;Electricity - total wind production;2001;Kilowatt-hours, million;7;;755838;South America
China;Electricity - total wind production;2018;Kilowatt-hours, million;365971;;9596960;Asia
China;Electricity - total wind production;2017;Kilowatt-hours, million;304600;;9596960;Asia
China;Electricity - total wind production;2016;Kilowatt-hours, million;237071;;9596960;Asia
China;Electricity - total wind production;2015;Kilowatt-hours, million;185766;;9596960;Asia
China;Electricity - total wind production;2014;Kilowatt-hours, million;156078;;9596960;Asia
China;Electricity - total wind production;2013;Kilowatt-hours, million;141197;;9596960;Asia
China;Electricity - total wind production;2012;Kilowatt-hours, million;95978;;9596960;Asia
China;Electricity - total wind production;2011;Kilowatt-hours, million;70331;;9596960;Asia
China;Electricity - total wind production;2010;Kilowatt-hours, million;44622;;9596960;Asia
China;Electricity - total wind production;2009;Kilowatt-hours, million;26900;;9596960;Asia
Colombia;Electricity - total wind production;2018;Kilowatt-hours, million;43;;1141748;South America
Colombia;Electricity - total wind production;2017;Kilowatt-hours, million;3;;1141748;South America
Colombia;Electricity - total wind production;2016;Kilowatt-hours, million;51;;1141748;South America
Colombia;Electricity - total wind production;2015;Kilowatt-hours, million;68;;1141748;South America
Colombia;Electricity - total wind production;2014;Kilowatt-hours, million;70;;1141748;South America
Colombia;Electricity - total wind production;2013;Kilowatt-hours, million;58;;1141748;South America
Colombia;Electricity - total wind production;2012;Kilowatt-hours, million;55;;1141748;South America
Colombia;Electricity - total wind production;2011;Kilowatt-hours, million;41;;1141748;South America
Colombia;Electricity - total wind production;2010;Kilowatt-hours, million;38;;1141748;South America
Colombia;Electricity - total wind production;2009;Kilowatt-hours, million;58;;1141748;South America
Colombia;Electricity - total wind production;2008;Kilowatt-hours, million;0;;1141748;South America
Colombia;Electricity - total wind production;2007;Kilowatt-hours, million;49;;1141748;South America
Colombia;Electricity - total wind production;2006;Kilowatt-hours, million;63;;1141748;South America
Colombia;Electricity - total wind production;2005;Kilowatt-hours, million;4948;;1141748;South America
Colombia;Electricity - total wind production;2004;Kilowatt-hours, million;52;;1141748;South America
Colombia;Electricity - total wind production;2003;Kilowatt-hours, million;0;;1141748;South America
Colombia;Electricity - total wind production;2002;Kilowatt-hours, million;0;;1141748;South America
Costa Rica;Electricity - total wind production;2019;Kilowatt-hours, million;1796344;;51100;South America
Costa Rica;Electricity - total wind production;2018;Kilowatt-hours, million;1798875;;51100;South America
Costa Rica;Electricity - total wind production;2017;Kilowatt-hours, million;1287679;;51100;South America
Costa Rica;Electricity - total wind production;2016;Kilowatt-hours, million;114729138888889;;51100;South America
Costa Rica;Electricity - total wind production;2015;Kilowatt-hours, million;107950805555556;;51100;South America
Costa Rica;Electricity - total wind production;2014;Kilowatt-hours, million;734753332888889;;51100;South America
Costa Rica;Electricity - total wind production;2013;Kilowatt-hours, million;484568888777778;;51100;South America
Costa Rica;Electricity - total wind production;2012;Kilowatt-hours, million;528382222;;51100;South America
Costa Rica;Electricity - total wind production;2011;Kilowatt-hours, million;414473888;;51100;South America
Costa Rica;Electricity - total wind production;2010;Kilowatt-hours, million;358675;;51100;South America
Costa Rica;Electricity - total wind production;2009;Kilowatt-hours, million;326183333;;51100;South America
Costa Rica;Electricity - total wind production;2008;Kilowatt-hours, million;198175;;51100;South America
Costa Rica;Electricity - total wind production;2007;Kilowatt-hours, million;241061111;;51100;South America
Costa Rica;Electricity - total wind production;2006;Kilowatt-hours, million;273497222;;51100;South America
Costa Rica;Electricity - total wind production;2005;Kilowatt-hours, million;203611111;;51100;South America
Costa Rica;Electricity - total wind production;2004;Kilowatt-hours, million;257;;51100;South America
Costa Rica;Electricity - total wind production;2003;Kilowatt-hours, million;306;1;51100;South America
Costa Rica;Electricity - total wind production;2002;Kilowatt-hours, million;259;1;51100;South America
Costa Rica;Electricity - total wind production;2001;Kilowatt-hours, million;185;;51100;South America
